timestamp,episode,step,trafego,carga_cpu,temperatura,action,reward,terminated,truncated
2025-10-08T15:50:42.994423+00:00,2,26,0.289500,0.850748,0.524292,1,-0.200000,0,0
2025-10-08T15:50:42.994742+00:00,2,27,0.302183,0.900796,0.499544,1,-0.200000,0,0
2025-10-08T15:50:42.995047+00:00,2,28,0.338725,0.847842,0.470500,1,-0.200000,0,0
2025-10-08T15:50:42.995372+00:00,2,29,0.308186,0.752174,0.509458,0,0.200000,0,0
2025-10-08T15:50:42.995782+00:00,2,30,0.270634,0.753174,0.547917,0,0.200000,0,0
2025-10-08T15:50:42.996112+00:00,2,31,0.306356,0.806405,0.540039,1,-0.200000,0,0
2025-10-08T15:50:42.996436+00:00,2,32,0.272492,0.800027,0.405052,1,-0.200000,0,0
2025-10-08T15:50:42.996746+00:00,2,33,0.156723,0.694211,0.325272,0,0.200000,0,0
2025-10-08T15:50:42.997045+00:00,2,34,0.188705,0.621773,0.295019,1,-0.200000,0,0
2025-10-08T15:50:42.997351+00:00,2,35,0.292644,0.593272,0.354020,1,-0.200000,0,0
2025-10-08T15:50:42.997653+00:00,2,36,0.217954,0.576837,0.278019,0,0.200000,0,0
2025-10-08T15:50:42.997952+00:00,2,37,0.190832,0.644062,0.139833,0,0.200000,0,0
2025-10-08T15:50:42.998274+00:00,2,38,0.225585,0.663080,0.092301,0,0.200000,0,0
2025-10-08T15:50:42.998596+00:00,2,39,0.109901,0.668851,0.049942,0,0.200000,0,0
2025-10-08T15:50:42.998911+00:00,2,40,0.128515,0.670599,0.178084,1,-0.200000,0,0
2025-10-08T15:50:42.999223+00:00,2,41,0.109366,0.588719,0.192426,0,0.200000,0,0
2025-10-08T15:50:42.999549+00:00,2,42,0.126966,0.697454,0.259235,0,0.200000,0,0
2025-10-08T15:50:42.999856+00:00,2,43,0.155516,0.814518,0.164134,1,-0.200000,0,0
2025-10-08T15:50:43.000157+00:00,2,44,0.104336,0.740392,0.132949,0,0.200000,0,0
2025-10-08T15:50:43.000463+00:00,2,45,0.000000,0.791204,0.115171,1,-0.200000,0,0
2025-10-08T15:50:43.000758+00:00,2,46,0.000000,0.709958,0.140252,0,0.200000,0,0
2025-10-08T15:50:43.001079+00:00,2,47,0.067050,0.869697,0.373361,0,0.200000,0,0
2025-10-08T15:50:43.001404+00:00,2,48,0.100203,0.790533,0.202798,0,0.200000,0,0
2025-10-08T15:50:43.001713+00:00,2,49,0.121620,0.725498,0.169569,1,-0.200000,0,0
2025-10-08T15:50:43.002016+00:00,2,50,0.072652,0.714235,0.254847,0,0.200000,0,0
2025-10-08T15:50:43.002358+00:00,2,51,0.085216,0.701544,0.171995,1,-0.200000,0,0
2025-10-08T15:50:43.002670+00:00,2,52,0.000000,0.662640,0.167692,1,-0.200000,0,0
2025-10-08T15:50:43.002970+00:00,2,53,0.141434,0.673061,0.246312,1,-0.200000,0,0
2025-10-08T15:50:43.003275+00:00,2,54,0.101491,0.578266,0.169102,0,0.200000,0,0
2025-10-08T15:50:43.003602+00:00,2,55,0.043473,0.748544,0.103391,0,0.200000,0,0
2025-10-08T15:50:43.003911+00:00,2,56,0.110552,0.676309,0.177917,1,-0.200000,0,0
2025-10-08T15:50:43.004212+00:00,2,57,0.141348,0.663778,0.174656,1,-0.200000,0,0
2025-10-08T15:50:43.004526+00:00,2,58,0.088965,0.699464,0.138258,1,-0.200000,0,0
2025-10-08T15:50:43.004834+00:00,2,59,0.000000,0.597229,0.152065,1,-0.200000,0,0
2025-10-08T15:50:43.005130+00:00,2,60,0.126327,0.610028,0.142574,1,-0.200000,0,0
2025-10-08T15:50:43.005435+00:00,2,61,0.149193,0.714509,0.160124,0,0.200000,0,0
2025-10-08T15:50:43.005755+00:00,2,62,0.116319,0.803012,0.194425,0,0.200000,0,0
2025-10-08T15:50:43.006062+00:00,2,63,0.239180,0.817670,0.096467,0,0.200000,0,0
2025-10-08T15:50:43.006404+00:00,2,64,0.129727,0.949745,0.234360,1,-0.200000,0,0
2025-10-08T15:50:43.006740+00:00,2,65,0.115365,0.919090,0.351276,0,0.200000,0,0
2025-10-08T15:50:43.007040+00:00,2,66,0.026802,0.847512,0.402742,1,-0.200000,0,0
2025-10-08T15:50:43.007342+00:00,2,67,0.000000,0.847102,0.389667,1,-0.200000,0,0
2025-10-08T15:50:43.007642+00:00,2,68,0.027006,0.959700,0.396913,0,0.200000,0,0
2025-10-08T15:50:43.007962+00:00,2,69,0.078521,0.795687,0.393016,1,-0.200000,0,0
2025-10-08T15:50:43.008272+00:00,2,70,0.011063,0.698182,0.322764,0,0.200000,0,0
2025-10-08T15:50:43.008586+00:00,2,71,0.000000,0.771454,0.216652,0,0.200000,0,0
2025-10-08T15:50:43.008886+00:00,2,72,0.002451,0.732720,0.190439,1,-0.200000,0,0
2025-10-08T15:50:43.009185+00:00,2,73,0.082671,0.775769,0.297430,1,-0.200000,0,0
2025-10-08T15:50:43.009488+00:00,2,74,0.070311,0.720094,0.279522,0,0.200000,0,0
2025-10-08T15:50:43.009811+00:00,2,75,0.089710,0.734220,0.192771,0,0.200000,0,0
2025-10-08T15:50:43.010122+00:00,2,76,0.096950,0.752478,0.394169,1,-0.200000,0,0
2025-10-08T15:50:43.010457+00:00,2,77,0.247097,0.684219,0.371178,1,-0.200000,0,0
2025-10-08T15:50:43.010764+00:00,2,78,0.130022,0.636962,0.396426,0,0.200000,0,0
2025-10-08T15:50:43.011066+00:00,2,79,0.226490,0.578635,0.344095,0,0.200000,0,0
2025-10-08T15:50:43.011371+00:00,2,80,0.054707,0.565622,0.259101,1,-0.200000,0,0
2025-10-08T15:50:43.011671+00:00,2,81,0.012352,0.495473,0.251560,0,0.200000,0,0
2025-10-08T15:50:43.011967+00:00,2,82,0.000000,0.378110,0.421900,1,-0.200000,0,0
2025-10-08T15:50:43.012290+00:00,2,83,0.000000,0.290367,0.568853,1,-0.200000,0,0
2025-10-08T15:50:43.012608+00:00,2,84,0.232405,0.196642,0.539393,0,0.200000,0,0
2025-10-08T15:50:43.012913+00:00,2,85,0.259730,0.334937,0.460445,1,-0.200000,0,0
2025-10-08T15:50:43.013213+00:00,2,86,0.240108,0.397124,0.495226,0,0.200000,0,0
2025-10-08T15:50:43.013517+00:00,2,87,0.210015,0.386419,0.385234,1,-0.200000,0,0
2025-10-08T15:50:43.013812+00:00,2,88,0.190961,0.365108,0.403808,0,0.200000,0,0
2025-10-08T15:50:43.014109+00:00,2,89,0.146535,0.402831,0.484825,1,-0.200000,0,0
2025-10-08T15:50:43.014434+00:00,2,90,0.158969,0.430971,0.489078,0,0.200000,0,0
2025-10-08T15:50:43.014743+00:00,2,91,0.158976,0.373247,0.514397,0,0.200000,0,0
2025-10-08T15:50:43.015046+00:00,2,92,0.151193,0.540700,0.640266,1,-0.200000,0,0
2025-10-08T15:50:43.015350+00:00,2,93,0.182061,0.479655,0.551273,1,-0.200000,0,0
2025-10-08T15:50:43.015650+00:00,2,94,0.277352,0.500675,0.589684,0,0.200000,0,0
2025-10-08T15:50:43.015944+00:00,2,95,0.137786,0.574870,0.626038,1,-0.200000,0,0
2025-10-08T15:50:43.016261+00:00,2,96,0.048951,0.537148,0.647135,0,0.200000,0,0
2025-10-08T15:50:43.016577+00:00,2,97,0.053148,0.513775,0.638856,1,-0.200000,0,0
2025-10-08T15:50:43.016880+00:00,2,98,0.032990,0.525980,0.756575,0,0.200000,0,0
2025-10-08T15:50:43.017182+00:00,2,99,0.000000,0.507032,0.770696,1,-0.200000,0,0
2025-10-08T15:50:43.017487+00:00,2,100,0.023680,0.477279,0.630159,1,-0.200000,0,0
2025-10-08T15:50:43.017808+00:00,2,101,0.049919,0.615467,0.507450,1,-0.200000,0,0
2025-10-08T15:50:43.018131+00:00,2,102,0.119025,0.589185,0.502544,0,0.200000,0,0
2025-10-08T15:50:43.018466+00:00,2,103,0.034794,0.562428,0.606547,1,-0.200000,0,0
2025-10-08T15:50:43.018771+00:00,2,104,0.081406,0.701013,0.700740,1,-0.200000,0,0
2025-10-08T15:50:43.019070+00:00,2,105,0.116533,0.840528,0.735860,0,0.200000,0,0
2025-10-08T15:50:43.019373+00:00,2,106,0.182772,0.816802,0.741183,0,0.200000,0,0
2025-10-08T15:50:43.019698+00:00,2,107,0.126978,0.895969,0.646919,1,-0.200000,0,0
2025-10-08T15:50:43.020046+00:00,2,108,0.189566,0.880717,0.740619,0,0.200000,0,0
2025-10-08T15:50:43.020367+00:00,2,109,0.249636,1.000000,0.799081,0,0.200000,0,0
2025-10-08T15:50:43.020684+00:00,2,110,0.123872,0.994644,0.705320,0,0.200000,0,0
2025-10-08T15:50:43.020988+00:00,2,111,0.082410,1.000000,0.756323,1,-0.200000,0,0
2025-10-08T15:50:43.021289+00:00,2,112,0.026496,0.918903,0.758946,0,0.200000,0,0
2025-10-08T15:50:43.021600+00:00,2,113,0.000000,0.865211,0.783906,1,-0.200000,0,0
2025-10-08T15:50:43.021922+00:00,2,114,0.092425,0.913912,0.600603,1,-0.200000,0,0
2025-10-08T15:50:43.022229+00:00,2,115,0.116774,0.919675,0.633714,1,-0.200000,0,0
2025-10-08T15:50:43.022540+00:00,2,116,0.246071,0.754616,0.586426,1,-0.200000,0,0
2025-10-08T15:50:43.022840+00:00,2,117,0.293344,0.628088,0.704502,1,-0.200000,0,0
2025-10-08T15:50:43.023147+00:00,2,118,0.322812,0.695815,0.658826,1,-0.200000,0,0
2025-10-08T15:50:43.023472+00:00,2,119,0.387913,0.781293,0.677457,1,-0.200000,0,0
2025-10-08T15:50:43.023782+00:00,2,120,0.406665,0.802920,0.608389,0,0.200000,0,0
2025-10-08T15:50:43.024091+00:00,2,121,0.394863,0.790719,0.639061,1,-0.200000,0,0
2025-10-08T15:50:43.024397+00:00,2,122,0.474849,0.706036,0.629060,1,-0.200000,0,0
2025-10-08T15:50:43.024695+00:00,2,123,0.593365,0.646549,0.563280,1,-0.200000,0,0
2025-10-08T15:50:43.024990+00:00,2,124,0.609550,0.714100,0.564194,1,-0.200000,0,0
2025-10-08T15:50:43.025282+00:00,2,125,0.715867,0.782643,0.631540,1,-0.200000,0,0
2025-10-08T15:50:43.025604+00:00,2,126,0.760196,0.968855,0.615127,1,-0.200000,0,0
2025-10-08T15:50:43.025916+00:00,2,127,0.599914,1.000000,0.578511,1,-0.200000,0,0
2025-10-08T15:50:43.026238+00:00,2,128,0.608545,1.000000,0.450330,0,-1.000000,0,0
2025-10-08T15:50:43.026556+00:00,2,129,0.508413,0.871898,0.386799,0,0.200000,0,0
2025-10-08T15:50:43.026857+00:00,2,130,0.543584,0.913833,0.408901,1,-0.200000,0,0
2025-10-08T15:50:43.027152+00:00,2,131,0.430563,0.729025,0.413249,1,-0.200000,0,0
2025-10-08T15:50:43.027455+00:00,2,132,0.392821,0.765775,0.469406,0,0.200000,0,0
2025-10-08T15:50:43.027778+00:00,2,133,0.403880,0.826586,0.487743,1,-0.200000,0,0
2025-10-08T15:50:43.028089+00:00,2,134,0.446285,0.770212,0.473374,0,0.200000,0,0
2025-10-08T15:50:43.028400+00:00,2,135,0.462027,0.835854,0.441874,0,0.200000,0,0
2025-10-08T15:50:43.028702+00:00,2,136,0.503721,0.814587,0.432471,1,-0.200000,0,0
2025-10-08T15:50:43.029000+00:00,2,137,0.570082,0.655143,0.328753,0,0.200000,0,0
2025-10-08T15:50:43.029295+00:00,2,138,0.451507,0.468453,0.274492,0,0.200000,0,0
2025-10-08T15:50:43.029617+00:00,2,139,0.511462,0.445663,0.290315,0,0.200000,0,0
2025-10-08T15:50:43.029936+00:00,2,140,0.598599,0.551877,0.284784,0,0.200000,0,0
2025-10-08T15:50:43.030241+00:00,2,141,0.706886,0.559248,0.217792,0,-1.000000,0,0
2025-10-08T15:50:43.030550+00:00,2,142,0.659334,0.440805,0.146742,1,-0.200000,0,0
2025-10-08T15:50:43.030849+00:00,2,143,0.630693,0.505091,0.284403,1,-0.200000,0,0
2025-10-08T15:50:43.031146+00:00,2,144,0.520118,0.536518,0.201160,1,-0.200000,0,0
2025-10-08T15:50:43.031474+00:00,2,145,0.558094,0.526031,0.054687,0,0.200000,0,0
2025-10-08T15:50:43.031788+00:00,2,146,0.632358,0.477631,0.011975,0,-1.000000,0,0
2025-10-08T15:50:43.032095+00:00,2,147,0.546778,0.425288,0.046206,1,-0.200000,0,0
2025-10-08T15:50:43.032405+00:00,2,148,0.531638,0.451581,0.075160,0,0.200000,0,0
2025-10-08T15:50:43.032706+00:00,2,149,0.637291,0.424158,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.033030+00:00,2,150,0.722669,0.397639,0.089167,1,-0.200000,0,0
2025-10-08T15:50:43.033379+00:00,2,151,0.753339,0.387148,0.117069,0,-1.000000,0,0
2025-10-08T15:50:43.033703+00:00,2,152,0.909420,0.553306,0.122620,0,-1.000000,0,0
2025-10-08T15:50:43.034009+00:00,2,153,0.922235,0.639406,0.054967,0,-1.000000,0,0
2025-10-08T15:50:43.034337+00:00,2,154,0.948881,0.637336,0.080080,0,-1.000000,0,0
2025-10-08T15:50:43.034671+00:00,2,155,0.882212,0.510171,0.000000,1,-0.200000,0,0
2025-10-08T15:50:43.034984+00:00,2,156,0.792821,0.473477,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.035289+00:00,2,157,0.947799,0.561957,0.000000,1,-0.200000,0,0
2025-10-08T15:50:43.035599+00:00,2,158,0.975616,0.529390,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.035909+00:00,2,159,0.990442,0.578924,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.036229+00:00,2,160,1.000000,0.487569,0.000507,1,-0.200000,0,0
2025-10-08T15:50:43.036549+00:00,2,161,1.000000,0.505415,0.115164,1,-0.200000,0,0
2025-10-08T15:50:43.036856+00:00,2,162,1.000000,0.551877,0.110622,0,-1.000000,0,0
2025-10-08T15:50:43.037158+00:00,2,163,0.986367,0.489519,0.145046,1,-0.200000,0,0
2025-10-08T15:50:43.037464+00:00,2,164,0.918244,0.542766,0.231869,1,-0.200000,0,0
2025-10-08T15:50:43.037761+00:00,2,165,0.947567,0.519866,0.268186,1,-0.200000,0,0
2025-10-08T15:50:43.038058+00:00,2,166,0.922873,0.594710,0.121673,0,-1.000000,0,0
2025-10-08T15:50:43.038357+00:00,2,167,0.896024,0.435445,0.002069,0,-1.000000,0,0
2025-10-08T15:50:43.038679+00:00,2,168,1.000000,0.507059,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.038988+00:00,2,169,0.879800,0.269897,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.039292+00:00,2,170,1.000000,0.304688,0.000000,1,-0.200000,0,0
2025-10-08T15:50:43.039602+00:00,2,171,1.000000,0.179811,0.000000,1,-0.200000,0,0
2025-10-08T15:50:43.039901+00:00,2,172,1.000000,0.172923,0.063264,1,-0.200000,0,0
2025-10-08T15:50:43.040195+00:00,2,173,1.000000,0.226389,0.008195,0,-1.000000,0,0
2025-10-08T15:50:43.040521+00:00,2,174,1.000000,0.356704,0.000000,1,-0.200000,0,0
2025-10-08T15:50:43.040832+00:00,2,175,0.928984,0.463567,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.041134+00:00,2,176,1.000000,0.428164,0.116404,0,-1.000000,0,0
2025-10-08T15:50:43.041440+00:00,2,177,1.000000,0.448822,0.241581,0,-1.000000,0,0
2025-10-08T15:50:43.041736+00:00,2,178,0.971058,0.373533,0.205696,0,-1.000000,0,0
2025-10-08T15:50:43.042032+00:00,2,179,1.000000,0.248272,0.256694,1,-0.200000,0,0
2025-10-08T15:50:43.042374+00:00,2,180,0.956898,0.340097,0.065153,1,-0.200000,0,0
2025-10-08T15:50:43.042716+00:00,2,181,0.893973,0.205179,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.043026+00:00,2,182,0.913786,0.190841,0.000000,1,-0.200000,0,0
2025-10-08T15:50:43.043335+00:00,2,183,0.901052,0.207112,0.000000,0,-1.000000,0,0
2025-10-08T15:50:43.043645+00:00,2,184,0.957600,0.260126,0.030803,1,-0.200000,0,0
2025-10-08T15:50:43.043946+00:00,2,185,1.000000,0.283839,0.193609,1,-0.200000,0,0
2025-10-08T15:50:43.044243+00:00,2,186,0.993032,0.259272,0.133327,0,-1.000000,0,0
2025-10-08T15:50:43.044543+00:00,2,187,0.910451,0.159715,0.062223,1,-0.200000,0,0
2025-10-08T15:50:43.044860+00:00,2,188,0.904797,0.186458,0.066314,0,-1.000000,0,0
2025-10-08T15:50:43.045171+00:00,2,189,0.843554,0.258473,0.125467,0,-1.000000,0,0
2025-10-08T15:50:43.045483+00:00,2,190,0.830782,0.206240,0.169342,1,-0.200000,0,0
2025-10-08T15:50:43.045785+00:00,2,191,0.845820,0.090390,0.163903,0,-1.000000,0,0
2025-10-08T15:50:43.046083+00:00,2,192,0.866783,0.018414,0.179091,1,-0.200000,0,0
2025-10-08T15:50:43.046436+00:00,2,193,0.750397,0.125309,0.278927,0,-1.000000,0,0
2025-10-08T15:50:43.046775+00:00,2,194,0.730196,0.154385,0.086133,1,-0.200000,0,0
2025-10-08T15:50:43.047090+00:00,2,195,0.637688,0.130883,0.000362,0,-1.000000,0,0
2025-10-08T15:50:43.047402+00:00,2,196,0.694840,0.290667,0.000000,1,-0.200000,0,0
2025-10-08T15:50:43.047705+00:00,2,197,0.627843,0.309503,0.128889,1,-0.200000,0,0
2025-10-08T15:50:43.048004+00:00,2,198,0.530053,0.329425,0.274593,0,0.200000,0,0
2025-10-08T15:50:43.048327+00:00,2,199,0.397912,0.226940,0.240705,1,-0.200000,0,0
2025-10-08T15:50:43.048641+00:00,2,200,0.356265,0.291948,0.260037,0,0.200000,0,1
2025-10-08T15:50:43.049107+00:00,3,1,0.089251,0.773956,0.654571,1,-0.200000,0,0
2025-10-08T15:50:43.049432+00:00,3,2,0.149287,0.849201,0.498489,0,0.200000,0,0
2025-10-08T15:50:43.049751+00:00,3,3,0.045113,0.859428,0.473189,1,-0.200000,0,0
2025-10-08T15:50:43.050066+00:00,3,4,0.043769,0.791185,0.543541,0,0.200000,0,0
2025-10-08T15:50:43.050399+00:00,3,5,0.105992,0.796467,0.633720,1,-0.200000,0,0
2025-10-08T15:50:43.050709+00:00,3,6,0.143393,0.727724,0.663220,1,-0.200000,0,0
2025-10-08T15:50:43.051010+00:00,3,7,0.066682,0.798000,0.659226,0,0.200000,0,0
2025-10-08T15:50:43.051311+00:00,3,8,0.051893,0.743526,0.757030,1,-0.200000,0,0
2025-10-08T15:50:43.051637+00:00,3,9,0.039531,0.709259,0.728859,1,-0.200000,0,0
2025-10-08T15:50:43.051950+00:00,3,10,0.082115,0.738495,0.761878,1,-0.200000,0,0
2025-10-08T15:50:43.052259+00:00,3,11,0.116581,0.909827,0.729364,0,0.200000,0,0
2025-10-08T15:50:43.052567+00:00,3,12,0.075602,0.844725,0.778643,1,-0.200000,0,0
2025-10-08T15:50:43.052866+00:00,3,13,0.165919,0.835609,0.711430,0,0.200000,0,0
2025-10-08T15:50:43.053161+00:00,3,14,0.099961,0.887657,0.770891,1,-0.200000,0,0
2025-10-08T15:50:43.053487+00:00,3,15,0.143413,0.834416,0.789464,0,0.200000,0,0
2025-10-08T15:50:43.053799+00:00,3,16,0.152748,0.851911,0.859178,0,0.200000,0,0
2025-10-08T15:50:43.054102+00:00,3,17,0.170636,0.906224,0.864584,1,-0.200000,0,0
2025-10-08T15:50:43.054411+00:00,3,18,0.193765,0.956727,0.748012,0,0.200000,0,0
2025-10-08T15:50:43.054711+00:00,3,19,0.168192,0.919097,0.696902,0,0.200000,0,0
2025-10-08T15:50:43.055009+00:00,3,20,0.146180,1.000000,0.627635,1,-0.200000,0,0
2025-10-08T15:50:43.055337+00:00,3,21,0.223643,0.865370,0.600844,0,0.200000,0,0
2025-10-08T15:50:43.055649+00:00,3,22,0.236663,0.912268,0.657742,1,-0.200000,0,0
2025-10-08T15:50:43.055952+00:00,3,23,0.300131,0.884370,0.620754,0,0.200000,0,0
2025-10-08T15:50:43.056251+00:00,3,24,0.368769,0.869066,0.518699,0,0.200000,0,0
2025-10-08T15:50:43.056555+00:00,3,25,0.278106,0.795510,0.558472,0,0.200000,0,0
2025-10-08T15:50:43.056849+00:00,3,26,0.289500,0.850748,0.524292,1,-0.200000,0,0
2025-10-08T15:50:43.057150+00:00,3,27,0.302183,0.900796,0.499544,1,-0.200000,0,0
2025-10-08T15:50:43.057473+00:00,3,28,0.338725,0.847842,0.470500,0,0.200000,0,0
2025-10-08T15:50:43.057782+00:00,3,29,0.308186,0.752174,0.509458,0,0.200000,0,0
2025-10-08T15:50:43.058081+00:00,3,30,0.270634,0.753174,0.547917,0,0.200000,0,0
2025-10-08T15:50:43.058403+00:00,3,31,0.306356,0.806405,0.540039,1,-0.200000,0,0
2025-10-08T15:50:43.058707+00:00,3,32,0.272492,0.800027,0.405052,0,0.200000,0,0
2025-10-08T15:50:43.059024+00:00,3,33,0.156723,0.694211,0.325272,0,0.200000,0,0
2025-10-08T15:50:43.059344+00:00,3,34,0.188705,0.621773,0.295019,1,-0.200000,0,0
2025-10-08T15:50:43.059666+00:00,3,35,0.292644,0.593272,0.354020,0,0.200000,0,0
2025-10-08T15:50:43.059998+00:00,3,36,0.217954,0.576837,0.278019,0,0.200000,0,0
2025-10-08T15:50:43.060303+00:00,3,37,0.190832,0.644062,0.139833,0,0.200000,0,0
2025-10-08T15:50:43.060619+00:00,3,38,0.225585,0.663080,0.092301,0,0.200000,0,0
2025-10-08T15:50:43.060914+00:00,3,39,0.109901,0.668851,0.049942,0,0.200000,0,0
2025-10-08T15:50:43.061211+00:00,3,40,0.128515,0.670599,0.178084,1,-0.200000,0,0
2025-10-08T15:50:43.061531+00:00,3,41,0.109366,0.588719,0.192426,1,-0.200000,0,0
2025-10-08T15:50:43.061845+00:00,3,42,0.126966,0.697454,0.259235,1,-0.200000,0,0
2025-10-08T15:50:43.062151+00:00,3,43,0.155516,0.814518,0.164134,0,0.200000,0,0
2025-10-08T15:50:43.062461+00:00,3,44,0.104336,0.740392,0.132949,1,-0.200000,0,0
2025-10-08T15:50:43.062829+00:00,3,45,0.000000,0.791204,0.115171,0,0.200000,0,0
2025-10-08T15:50:43.063152+00:00,3,46,0.000000,0.709958,0.140252,0,0.200000,0,0
2025-10-08T15:50:43.063463+00:00,3,47,0.067050,0.869697,0.373361,0,0.200000,0,0
2025-10-08T15:50:43.063776+00:00,3,48,0.100203,0.790533,0.202798,1,-0.200000,0,0
2025-10-08T15:50:43.064098+00:00,3,49,0.121620,0.725498,0.169569,1,-0.200000,0,0
2025-10-08T15:50:43.064415+00:00,3,50,0.072652,0.714235,0.254847,1,-0.200000,0,0
2025-10-08T15:50:43.064722+00:00,3,51,0.085216,0.701544,0.171995,0,0.200000,0,0
2025-10-08T15:50:43.065024+00:00,3,52,0.000000,0.662640,0.167692,1,-0.200000,0,0
2025-10-08T15:50:43.065339+00:00,3,53,0.141434,0.673061,0.246312,0,0.200000,0,0
2025-10-08T15:50:43.065641+00:00,3,54,0.101491,0.578266,0.169102,0,0.200000,0,0
2025-10-08T15:50:43.065952+00:00,3,55,0.043473,0.748544,0.103391,1,-0.200000,0,0
2025-10-08T15:50:43.066284+00:00,3,56,0.110552,0.676309,0.177917,0,0.200000,0,0
2025-10-08T15:50:43.066606+00:00,3,57,0.141348,0.663778,0.174656,1,-0.200000,0,0
2025-10-08T15:50:43.066908+00:00,3,58,0.088965,0.699464,0.138258,1,-0.200000,0,0
2025-10-08T15:50:43.067211+00:00,3,59,0.000000,0.597229,0.152065,1,-0.200000,0,0
2025-10-08T15:50:43.067516+00:00,3,60,0.126327,0.610028,0.142574,1,-0.200000,0,0
2025-10-08T15:50:43.067812+00:00,3,61,0.149193,0.714509,0.160124,1,-0.200000,0,0
2025-10-08T15:50:43.068122+00:00,3,62,0.116319,0.803012,0.194425,1,-0.200000,0,0
2025-10-08T15:50:43.068439+00:00,3,63,0.239180,0.817670,0.096467,1,-0.200000,0,0
2025-10-08T15:50:43.068744+00:00,3,64,0.129727,0.949745,0.234360,1,-0.200000,0,0
2025-10-08T15:50:43.069041+00:00,3,65,0.115365,0.919090,0.351276,0,0.200000,0,0
2025-10-08T15:50:43.069343+00:00,3,66,0.026802,0.847512,0.402742,0,0.200000,0,0
2025-10-08T15:50:43.069639+00:00,3,67,0.000000,0.847102,0.389667,1,-0.200000,0,0
2025-10-08T15:50:43.069933+00:00,3,68,0.027006,0.959700,0.396913,1,-0.200000,0,0
2025-10-08T15:50:43.070252+00:00,3,69,0.078521,0.795687,0.393016,1,-0.200000,0,0
2025-10-08T15:50:43.070572+00:00,3,70,0.011063,0.698182,0.322764,1,-0.200000,0,0
2025-10-08T15:50:43.070884+00:00,3,71,0.000000,0.771454,0.216652,0,0.200000,0,0
2025-10-08T15:50:43.071185+00:00,3,72,0.002451,0.732720,0.190439,1,-0.200000,0,0
2025-10-08T15:50:43.071492+00:00,3,73,0.082671,0.775769,0.297430,1,-0.200000,0,0
2025-10-08T15:50:43.071788+00:00,3,74,0.070311,0.720094,0.279522,1,-0.200000,0,0
2025-10-08T15:50:43.072109+00:00,3,75,0.089710,0.734220,0.192771,1,-0.200000,0,0
